7000 6128
684 4480 1
685 2430 1
685 5772 1
686 732 1
686 1525 1
686 3333 1
686 5779 1
687 268 1
687 1399 1
687 3472 1
687 5219 1
688 698 1
688 1053 1
688 1435 1
688 2924 1
689 886 1
689 1407 1
689 1708 1
689 5009 1
690 1234 1
690 1435 1
691 41 1
691 1308 1
691 1407 1
691 3196 1
691 3462 1
692 5609 1
692 5839 1
693 2088 1
693 4802 1
694 844 1
694 3820 1
694 5236 1
695 314 1
695 385 1
695 887 1
695 1927 1
696 1269 1
696 4999 1
697 3108 1
698 732 1
698 4361 1
698 4469 1
698 4997 1
699 394 1
699 988 1
699 1330 1
699 3772 1
699 4794 1
700 234 1
700 1572 1
700 2932 1
701 988 1
701 1330 1
702 718 1
702 6099 1
703 1330 1
703 3435 1
703 6009 1
704 554 1
704 1914 1
705 1333 1
705 2079 1
705 5581 1
705 5849 1
706 1186 1
707 1079 1
707 5059 1
707 5609 1
708 4101 1
708 4273 1
708 4888 1
709 706 1
710 71 1
710 3709 1
711 2255 1
711 5955 1
712 1269 1
712 3310 1
712 5545 1
713 2946 1
713 3517 1
713 4077 1
713 4997 1
714 597 1
714 988 1
714 2155 1
714 5218 1
715 636 1
715 5849 1
716 3190 1
716 4220 1
716 5840 1
717 652 1
718 343 1
718 1435 1
719 577 1
719 3285 1
719 4011 1
719 5581 1
719 5641 1
720 1435 1
720 2836 1
720 4739 1
720 5336 1
721 1185 1
721 1765 1
721 2980 1
721 3554 1
721 4795 1
722 636 1
722 2174 1
722 5121 1
722 5849 1
723 1053 1
723 1435 1
724 840 1
724 2220 1
724 5475 1
725 814 1
725 1407 1
725 5657 1
725 5839 1
726 2430 1
726 3018 1
726 3601 1
726 4441 1
727 720 1
727 912 1
727 1821 1
727 4206 1
727 4434 1
728 1330 1
728 1407 1
729 3910 1
729 4795 1
730 412 1
730 1330 1
730 1407 1
730 2420 1
731 1335 1
731 3001 1
732 411 1
732 4262 1
733 4895 1
734 1874 1
734 4665 1
734 4711 1
734 5627 1
735 1180 1
735 1330 1
735 2614 1
735 4930 1
736 821 1
736 1435 1
736 3448 1
736 4441 1
737 1668 1
737 3817 1
737 4799 1
737 4813 1
738 2691 1
738 3880 1
739 485 1
739 1195 1
739 5545 1
740 489 1
740 2655 1
740 2989 1
740 4795 1
741 1063 1
741 3746 1
742 5149 1
742 5545 1
743 1407 1
743 3635 1
744 636 1
744 1407 1
744 2427 1
744 4183 1
744 5248 1
745 732 1
745 1402 1
746 1431 1
746 2208 1
746 2964 1
747 2246 1
747 3041 1
747 4398 1
748 291 1
748 485 1
748 1556 1
749 625 1
749 3041 1
750 1435 1
751 1431 1
752 1435 1
752 1856 1
752 2003 1
752 2077 1
752 2879 1
753 2660 1
753 4895 1
754 4930 1
754 6112 1
755 5504 1
755 5970 1
756 988 1
756 3826 1
756 4446 1
757 1435 1
757 2505 1
757 3226 1
757 4928 1
757 4999 1
758 644 1
758 1407 1
758 2079 1
758 4722 1
758 5849 1
759 417 1
759 1431 1
760 479 1
760 803 1
760 2476 1
761 988 1
762 412 1
762 1330 1
762 2174 1
763 1604 1
763 2068 1
763 5695 1
764 1213 1
764 1910 1
764 3391 1
765 593 1
765 1073 1
765 1407 1
765 3553 1
765 6009 1
766 251 1
766 2430 1
766 2454 1
766 3149 1
767 3599 1
767 4140 1
767 4879 1
767 5609 1
768 1131 1
768 2411 1
768 5545 1
769 2160 1
769 5621 1
770 2723 1
770 3285 1
770 4660 1
771 372 1
771 1592 1
771 3546 1
771 5135 1
772 985 1
772 2802 1
772 3621 1
772 4241 1
773 569 1
773 937 1
773 4273 1
774 988 1
774 2292 1
775 42 1
775 2396 1
775 5895 1
776 1595 1
776 2886 1
776 3507 1
776 3910 1
776 5218 1
777 1269 1
777 1435 1
778 107 1
778 1967 1
778 2611 1
778 4841 1
779 484 1
779 698 1
779 844 1
780 1435 1
781 5609 1
782 5609 1
782 5839 1
783 310 1
783 2812 1
783 3910 1
784 485 1
784 3072 1
784 4561 1
785 3561 1
785 5219 1
786 485 1
787 1100 1
787 1135 1
787 1431 1
787 3096 1
787 5443 1
788 1435 1
789 485 1
789 2520 1
790 996 1
790 1371 1
790 1426 1
790 2249 1
790 2482 1
791 1053 1
791 1435 1
791 4930 1
792 1909 1
792 5609 1
793 4708 1
793 4911 1
793 5009 1
794 996 1
794 3190 1
794 3211 1
794 5056 1
795 1876 1
796 1053 1
796 2571 1
796 3449 1
796 3830 1
797 1431 1
797 2342 1
797 5609 1
798 588 1
798 1330 1
798 1383 1
799 2415 1
799 3433 1
800 71 1
800 3393 1
800 3709 1
800 4963 1
801 718 1
802 224 1
802 4055 1
802 4997 1
803 365 1
803 5759 1
804 1407 1
804 4341 1
804 5015 1
804 5338 1
805 1435 1
806 652 1
807 241 1
807 731 1
807 2296 1
807 5220 1
807 5828 1
808 2906 1
808 3206 1
808 3631 1
809 1023 1
810 3018 1
810 4361 1
810 4469 1
810 4997 1
811 495 1
811 4687 1
811 4930 1
812 1053 1
812 1435 1
812 1940 1
812 2408 1
812 3813 1
813 4420 1
814 1053 1
814 1435 1
814 4358 1
814 4666 1
815 1407 1
815 1944 1
816 5514 1
816 5609 1
816 5839 1
817 5703 1
818 1330 1
818 2430 1
818 2860 1
818 3601 1
818 5772 1
819 1053 1
819 1526 1
820 2407 1
820 2613 1
820 5115 1
821 2958 1
821 4684 1
822 988 1
822 2430 1
822 4228 1
822 4247 1
822 5218 1
823 1907 1
823 2906 1
823 3546 1
824 1435 1
824 3504 1
825 1332 1
825 5609 1
825 5839 1
825 5951 1
826 1771 1
826 3433 1
826 5303 1
827 1726 1
827 3695 1
827 4340 1
828 988 1
828 2430 1
829 1942 1
829 1984 1
829 3634 1
829 3991 1
829 5609 1
830 1285 1
830 1407 1
830 6071 1
831 3283 1
831 4867 1
831 5335 1
832 49 1
832 3376 1
832 4801 1
832 4873 1
833 264 1
833 412 1
834 1275 1
834 2472 1
834 5836 1
835 489 1
835 1435 1
835 3601 1
835 5745 1
836 732 1
836 1936 1
836 4997 1
837 1435 1
837 2430 1
837 3306 1
837 3780 1
838 344 1
838 2160 1
838 4635 1
839 3303 1
839 5598 1
840 1435 1
840 1835 1
841 485 1
841 1707 1
841 2433 1
842 657 1
842 1407 1
842 1562 1
843 1087 1
843 4084 1
843 5652 1
844 2232 1
844 2593 1
845 3045 1
845 6108 1
846 151 1
846 3870 1
846 3949 1
846 5004 1
846 5609 1
847 931 1
848 1435 1
848 3403 1
848 4242 1
849 886 1
849 1435 1
849 5234 1
850 485 1
850 2285 1
850 3208 1
851 372 1
851 3109 1
851 4469 1
851 5957 1
852 867 1
852 1123 1
852 3223 1
853 1000 1
853 1606 1
854 844 1
854 1269 1
855 900 1
855 957 1
855 2924 1
855 4607 1
855 5609 1
856 1078 1
856 1650 1
856 5609 1
856 6025 1
857 335 1
857 3455 1
857 3910 1
858 1435 1
858 1567 1
858 4557 1
858 4874 1
859 177 1
859 1535 1
859 2224 1
859 2243 1
859 5926 1
860 485 1
860 912 1
860 1023 1
861 1868 1
861 2058 1
861 3910 1
861 5218 1
861 5616 1
862 4341 1
862 4970 1
862 5609 1
863 1435 1
863 5218 1
864 2104 1
864 2844 1
864 3728 1
864 5609 1
865 485 1
865 4851 1
866 1044 1
866 2234 1
866 2890 1
867 2430 1
867 3918 1
867 5736 1
868 1435 1
868 2552 1
868 4208 1
868 4753 1
869 5280 1
869 5504 1
870 4930 1
870 5419 1
870 5609 1
871 5104 1
872 1041 1
873 1943 1
873 1944 1
873 2160 1
874 997 1
875 3190 1
876 988 1
876 2430 1
876 3910 1
876 5218 1
877 2346 1
877 4254 1
877 5553 1
878 378 1
878 5602 1
878 5609 1
879 1123 1
879 3435 1
879 3592 1
879 6009 1
880 234 1
880 718 1
880 3099 1
880 3526 1
880 3635 1
881 184 1
881 718 1
881 1807 1
881 2407 1
882 1330 1
882 1407 1
882 1944 1
883 1331 1
883 1383 1
883 2160 1
883 2616 1
884 465 1
884 2505 1
885 1000 1
885 1324 1
885 1431 1
885 3993 1
885 5819 1
886 2231 1
886 3601 1
887 417 1
887 1431 1
888 489 1
888 1927 1
888 5074 1
888 5609 1
889 1431 1
889 5578 1
889 5609 1
890 732 1
890 4267 1
890 4469 1
891 5461 1
892 489 1
892 750 1
892 5732 1
892 5742 1
893 536 1
894 988 1
894 1257 1
894 1322 1
895 1149 1
895 3794 1
895 4287 1
896 514 1
896 1383 1
896 1435 1
896 1856 1
896 2003 1
897 372 1
897 1354 1
897 3443 1
897 5265 1
898 1944 1
899 47 1
899 485 1
899 3326 1
899 4166 1
899 5897 1
900 1334 1
900 2552 1
900 3549 1
901 988 1
901 1435 1
901 2430 1
901 5525 1
902 13 1
902 1431 1
902 5112 1
903 988 1
903 1944 1
904 1095 1
904 1496 1
904 1902 1
904 2434 1
904 4224 1
905 988 1
906 4385 1
906 4711 1
906 5627 1
907 485 1
907 1096 1
907 4876 1
907 5137 1
908 185 1
908 1955 1
908 4060 1
909 5123 1
909 5445 1
909 5609 1
910 1767 1
910 4273 1
910 5598 1
911 1330 1
911 1407 1
911 5550 1
912 3737 1
912 4326 1
912 4595 1
912 4750 1
913 1165 1
913 1835 1
913 2935 1
913 3804 1
914 485 1
914 1064 1
914 2273 1
914 3236 1
915 73 1
915 1330 1
915 5375 1
916 3910 1
916 5218 1
917 1788 1
918 1717 1
918 5218 1
919 1054 1
919 2462 1
919 3222 1
920 1431 1
921 2031 1
921 3322 1
921 5609 1
922 1000 1
922 1061 1
922 1431 1
922 4094 1
922 5507 1
923 1389 1
923 2239 1
923 5948 1
924 636 1
924 3338 1
925 732 1
925 4469 1
925 4997 1
926 1844 1
926 3222 1
926 4961 1
927 343 1
927 988 1
927 2047 1
927 5475 1
928 1407 1
928 2262 1
928 5009 1
928 5011 1
929 1384 1
929 2396 1
929 2759 1
930 2243 1
930 2991 1
931 1743 1
931 2332 1
932 1053 1
932 1149 1
932 1821 1
932 4475 1
933 1087 1
934 343 1
934 451 1
934 1435 1
935 1420 1
935 1435 1
935 1675 1
935 3686 1
936 282 1
936 5243 1
936 6048 1
937 644 1
937 3267 1
937 5788 1
938 562 1
938 1407 1
938 3719 1
938 5147 1
938 5849 1
939 732 1
939 3008 1
939 4997 1
940 3883 1
940 4469 1
940 4997 1
941 485 1
941 684 1
942 256 1
942 343 1
942 718 1
942 4353 1
943 562 1
943 1018 1
943 2312 1
943 2394 1
944 324 1
944 988 1
944 1776 1
944 3080 1
944 3797 1
945 988 1
945 2665 1
946 1435 1
946 2434 1
946 2504 1
946 2979 1
947 2003 1
947 4930 1
947 5207 1
947 5510 1
948 1431 1
948 2210 1
948 3285 1
948 3461 1
948 4997 1
949 73 1
949 1330 1
950 994 1
950 1435 1
950 4666 1
951 158 1
951 1330 1
951 5849 1
952 412 1
952 590 1
952 2719 1
952 4930 1
952 6090 1
953 1213 1
953 3896 1
953 4208 1
953 5985 1
954 2946 1
954 4997 1
955 623 1
955 1032 1
955 3699 1
956 988 1
956 3285 1
956 4997 1
956 5507 1
957 5315 1
958 282 1
958 1874 1
958 2505 1
959 1431 1
959 3769 1
959 3846 1
960 988 1
961 1186 1
961 3435 1
961 3553 1
961 4475 1
961 4930 1
962 805 1
962 1123 1
962 1573 1
962 1770 1
963 1304 1
963 2123 1
963 2605 1
964 1053 1
964 1269 1
965 1879 1
965 4253 1
966 1549 1
966 2430 1
967 2692 1
968 632 1
968 3406 1
969 1435 1
969 2505 1
969 4368 1
969 5153 1
969 5243 1
970 994 1
970 1435 1
970 4062 1
971 372 1
971 652 1
971 2160 1
971 3443 1
971 4078 1
972 2430 1
972 5218 1
973 1431 1
973 2532 1
974 1431 1
975 485 1
976 844 1
976 1535 1
976 2336 1
976 4267 1
976 4930 1
977 2333 1
977 3910 1
978 343 1
978 1285 1
978 5609 1
979 3631 1
979 4273 1
979 5598 1
980 748 1
980 988 1
980 2067 1
981 931 1
981 988 1
981 4308 1
982 1431 1
982 5551 1
982 5950 1
983 988 1
983 2430 1
984 483 1
984 765 1
985 2994 1
986 3540 1
986 5282 1
986 5609 1
987 264 1
987 5254 1
988 485 1
988 2509 1
988 3068 1
988 4166 1
989 1269 1
990 1477 1
990 2486 1
990 2509 1
990 5609 1
991 1269 1
991 4755 1
991 5672 1
992 2118 1
993 2946 1
993 4469 1
994 1884 1
994 4694 1
994 5323 1
995 2505 1
996 2608 1
996 4275 1
997 485 1
997 1871 1
997 3527 1
997 5588 1
998 562 1
998 1431 1
998 1614 1
999 1407 1
999 2654 1
1000 2225 1
1001 1192 1
1001 1835 1
1001 2418 1
1001 5044 1
1001 5724 1
1002 4681 1
1002 4748 1
1002 5609 1
1003 1431 1
1003 3510 1
1003 4553 1
1004 331 1
1004 1053 1
1004 1397 1
1004 2696 1
1004 3248 1
1005 1269 1
1005 2763 1
1005 5948 1
1006 485 1
1006 1979 1
1006 2052 1
1006 5947 1
1007 1960 1
1007 5080 1
1007 5256 1
1008 646 1
1008 1063 1
1008 4066 1
1008 5598 1
1009 1053 1
1009 1435 1
1009 5336 1
1010 988 1
1011 2430 1
1011 5772 1
1012 485 1
1013 1197 1
1013 2970 1
1013 4829 1
1014 718 1
1014 1365 1
1014 5393 1
1015 2231 1
1015 2606 1
1015 5602 1
1015 5609 1
1016 4077 1
1016 4469 1
1016 4997 1
1017 918 1
1017 1269 1
1017 2000 1
1017 4395 1
1017 5748 1
1018 2708 1
1018 5609 1
1019 1269 1
1019 1309 1
1020 177 1
1020 5331 1
1021 1123 1
1021 1407 1
1022 937 1
1022 4997 1
1022 5043 1
1023 1407 1
1023 1565 1
1023 3206 1
1024 732 1
1024 1857 1
1024 4469 1
1025 45 1
1025 2495 1
1025 2691 1
1026 2018 1
1026 2079 1
1027 988 1
1027 5018 1
1027 5776 1
1028 5489 1
1029 52 1
1029 4437 1
1030 698 1
1030 2430 1
1030 3472 1
1030 3910 1
1030 5218 1
1031 290 1
1031 562 1
1031 1917 1
1031 2606 1
1032 988 1
1032 2430 1
1033 495 1
1033 5596 1
1034 3553 1
1034 4635 1
1034 5435 1
1035 1615 1
1035 2862 1
1035 4532 1
1035 5074 1
1035 5609 1
1036 732 1
1036 4469 1
1037 988 1
1037 1407 1
1038 2430 1
1039 1407 1
1039 3745 1
1040 371 1
1040 485 1
1040 1242 1
1040 4166 1
1041 642 1
1041 1787 1
1041 1821 1
1042 2079 1
1042 2430 1
1042 6059 1
1043 2607 1
1043 3898 1
1043 4723 1
1043 5576 1
1043 5609 1
1044 572 1
1044 1431 1
1045 3041 1
1045 5194 1
1045 5609 1
1045 5839 1
1046 1431 1
1046 5609 1
1046 5799 1
1047 1435 1
1047 4341 1
1048 707 1
1048 732 1
1048 937 1
1048 4469 1
1049 1431 1
1049 2607 1
1049 4480 1
1050 4819 1
1051 1206 1
1051 2430 1
1051 5772 1
1052 3349 1
1052 4741 1
1052 5393 1
1053 1407 1
1054 1666 1
1054 4966 1
1055 1407 1
1055 3401 1
1055 4236 1
1056 3836 1
1056 5104 1
1057 1269 1
1057 1913 1
1057 3018 1
1058 1435 1
1058 5975 1
1059 2160 1
1060 236 1
1060 459 1
1060 2715 1
1060 4469 1
1060 5403 1
1061 117 1
1061 1431 1
1061 1577 1
1062 144 1
1062 1030 1
1063 140 1
1063 5609 1
1063 5636 1
1064 878 1
1064 1407 1
1064 4690 1
1064 5849 1
1065 1614 1
1065 2132 1
1065 3991 1
1065 5609 1
1066 650 1
1066 988 1
1066 3814 1
1066 4813 1
1067 1465 1
1067 3472 1
1067 3679 1
1067 3834 1
1067 3910 1
1068 3442 1
1068 3945 1
1068 5581 1
1068 5826 1
1069 988 1
1069 2802 1
1069 4085 1
1070 2400 1
1070 5609 1
1071 3644 1
1071 5138 1
1071 5784 1
1072 583 1
1072 636 1
1072 2367 1
1072 2465 1
1073 1431 1
1073 1524 1
1073 1878 1
1073 5188 1
1073 5609 1
1074 554 1
1074 1914 1
1074 3502 1
1075 732 1
1075 937 1
1075 4034 1
1075 4469 1
1075 4997 1
1076 335 1
1076 580 1
1076 4630 1
1076 5830 1
1077 265 1
1077 343 1
1077 718 1
1078 2221 1
1078 4592 1
1078 5598 1
1079 495 1
1079 2552 1
1079 3391 1
1079 5609 1
1080 495 1
1080 4930 1
1081 3860 1
1081 5528 1
1081 5710 1
1082 620 1
1082 3433 1
1082 4375 1
1083 110 1
1083 833 1
1083 1389 1
1083 3574 1
1083 5581 1
1084 1106 1
1085 1441 1
1085 5545 1
1086 2175 1
1086 2221 1
1087 768 1
1087 868 1
1087 3463 1
1088 1431 1
1088 2486 1
1088 3021 1
1088 5578 1
1089 1940 1
1089 2434 1
1090 707 1
1090 732 1
1090 2082 1
1090 3229 1
1090 4277 1
1091 988 1
1091 2430 1
1091 3856 1
1092 1431 1
1092 2552 1
1092 4930 1
1093 2430 1
1093 5218 1
1093 5700 1
1094 372 1
1095 177 1
1095 1348 1
1095 4408 1
1096 988 1
1096 4566 1
1096 5285 1
1097 1687 1
1097 5074 1
1097 5218 1
1097 5609 1
1098 873 1
1098 1352 1
1098 1431 1
1098 2049 1
1098 5609 1
1099 652 1
1099 3207 1
1100 724 1
1100 3354 1
1100 4081 1
1101 636 1
1101 1407 1
1101 1707 1
1101 5133 1
1101 5305 1
1102 2217 1
1102 5059 1
1102 5609 1
1103 1053 1
1103 1435 1
1104 636 1
1105 17 1
1105 2436 1
1105 3271 1
1105 5659 1
1105 5999 1
1106 331 1
1106 1192 1
1106 1397 1
1106 4930 1
1107 1197 1
1107 3756 1
1107 4576 1
1108 652 1
1108 975 1
1108 1435 1
1108 3054 1
1109 732 1
1109 3582 1
1109 5087 1
1110 190 1
1110 919 1
1110 2430 1
1110 3085 1
1110 3985 1
1111 979 1
1111 1590 1
1111 1853 1
1111 4997 1
1112 988 1
1112 1435 1
1112 2657 1
1113 1298 1
1113 2325 1
1113 2396 1
1113 4036 1
1113 4895 1
1114 644 1
1114 652 1
1114 3018 1
1115 1407 1
1115 2987 1
1115 3201 1
1116 1354 1
1116 1962 1
1116 5895 1
1117 264 1
1117 1707 1
1117 3996 1
1117 5864 1
1118 3448 1
1119 5655 1
1120 662 1
1120 5609 1
1121 120 1
1121 652 1
1121 2502 1
1122 1269 1
1122 5218 1
1123 3172 1
1123 4118 1
1123 5173 1
1124 718 1
1124 5609 1
1125 3520 1
1125 4341 1
1125 4432 1
1125 4588 1
1125 5609 1
1126 2405 1
1126 3969 1
1127 59 1
1127 1689 1
1127 5609 1
1127 5751 1
1128 335 1
1129 1596 1
1130 1245 1
1130 1435 1
1130 2434 1
1131 1407 1
1131 1488 1
1131 4455 1
1131 5849 1
1132 234 1
1132 2044 1
1132 3888 1
1132 5767 1
1133 2972 1
1133 3578 1
1133 3986 1
1133 4244 1
1134 4930 1
1135 1087 1
1135 4084 1
1136 1407 1
1136 5009 1
1136 5849 1
1137 1431 1
1137 1577 1
1137 3246 1
1138 996 1
1138 2789 1
1138 4813 1
1138 5609 1
1139 299 1
1139 1617 1
1139 1944 1
1139 2505 1
1140 1435 1
1140 4242 1
1140 5695 1
1141 333 1
1141 1172 1
1142 554 1
1143 844 1
1144 1724 1
1144 2505 1
1144 2647 1
1145 5124 1
1146 411 1
1146 2701 1
1146 3041 1
1147 629 1
1147 1435 1
1147 1940 1
1147 2434 1
1147 5153 1
1148 1407 1
1148 2257 1
1149 652 1
1149 2654 1
1149 3624 1
1150 704 1
1150 4040 1
1151 1407 1
1151 2987 1
1152 1330 1
1152 1407 1
1152 4650 1
1153 3749 1
1153 5163 1
1153 5254 1
1154 2480 1
1154 3550 1
1155 988 1
1155 2430 1
1155 4053 1
1156 1145 1
1156 1407 1
1157 1954 1
1157 5254 1
1157 5305 1
1157 5839 1
1157 5849 1
1158 1087 1
1159 108 1
1159 5163 1
1159 5254 1
1160 844 1
1161 485 1
1162 1197 1
1162 2157 1
1162 5439 1
1162 5963 1
1163 988 1
1163 1704 1
1163 3452 1
1163 3910 1
1164 1318 1
1164 2430 1
1164 3983 1
1165 2886 1
1165 3910 1
1166 394 1
1166 988 1
1166 2430 1
1166 3601 1
1167 950 1
1167 2221 1
1167 4997 1
1168 532 1
1168 5392 1
1168 5791 1
1169 911 1
1169 4841 1
1170 485 1
1170 1367 1
1170 1407 1
1170 5598 1
1171 177 1
1171 1330 1
1171 1407 1
1171 2243 1
1171 5849 1
1172 1269 1
1172 5870 1
1173 1435 1
1173 3462 1
1174 80 1
1174 1888 1
1174 3972 1
1174 4684 1
1175 2210 1
1175 4997 1
1175 5218 1
1176 988 1
1176 2430 1
1176 3085 1
1176 3251 1
1176 5989 1
1177 2407 1
1177 5541 1
1177 5619 1
1178 1269 1
1178 1745 1
1179 1450 1
1179 2292 1
1179 5788 1
1180 1330 1
1180 1407 1
1181 69 1
1181 554 1
1181 919 1
1181 4671 1
1181 5218 1
1182 652 1
1182 2144 1
1182 2502 1
1183 1435 1
1183 2602 1
1184 562 1
1184 1435 1
1185 732 1
1185 1445 1
1185 3490 1
1185 4361 1
1186 1269 1
1186 2340 1
1186 4428 1
1187 1087 1
1187 4139 1
1187 5655 1
1188 223 1
1188 3332 1
1188 5890 1
1189 111 1
1189 1431 1
1189 1709 1
1190 1435 1
1190 1512 1
1190 1944 1
1190 3401 1
1191 1435 1
1192 1407 1
1192 5849 1
1193 1269 1
1194 1614 1
1194 3285 1
1194 3708 1
1195 718 1
1195 1073 1
1196 1330 1
1196 1879 1
1197 1150 1
1197 2370 1
1197 4867 1
1198 264 1
1198 485 1
1198 1472 1
1198 4474 1
1198 5333 1
1199 338 1
1199 3872 1
1199 5609 1
1200 2613 1
1200 4692 1
1201 652 1
1202 441 1
1202 3341 1
1202 5545 1
1203 1644 1
1203 3995 1
1203 4808 1
1203 5609 1
1203 5739 1
1204 1053 1
1204 2571 1
1205 411 1
1205 861 1
1205 1098 1
1205 1514 1
1205 4738 1
1206 5609 1
1207 1256 1
1207 4810 1
1207 5219 1
1207 5545 1
1208 1407 1
1208 4650 1
1209 1053 1
1210 2122 1
1210 2528 1
1210 2884 1
1210 5596 1
1211 1206 1
1211 5545 1
1211 5940 1
1212 1352 1
1212 1442 1
1212 4592 1
1212 5023 1
1212 5609 1
1213 1431 1
1213 2552 1
1213 4267 1
1214 1407 1
1214 1944 1
1215 1335 1
1215 4139 1
1216 2430 1
1217 498 1
1217 656 1
1217 2040 1
1217 2540 1
1217 5849 1
1218 732 1
1218 1030 1
1218 2455 1
1219 23 1
1219 816 1
1219 1671 1
1219 4795 1
1220 1317 1
1220 2528 1
1220 4766 1
1220 5609 1
1221 1407 1
1221 5849 1
1222 1407 1
1222 3223 1
1222 4267 1
1223 1228 1
1223 5545 1
1223 6033 1
1224 335 1
1224 3910 1
1224 5218 1
1225 642 1
1225 1440 1
1226 592 1
1226 1495 1
1226 4277 1
1226 4469 1
1226 4997 1
1227 485 1
1228 1485 1
1229 988 1
1229 2430 1
1229 5218 1
1230 4235 1
1230 5598 1
1231 803 1
1231 1197 1
1232 562 1
1232 1431 1
1232 3401 1
1232 4952 1
1233 803 1
1233 3663 1
1234 335 1
1234 1435 1
1235 734 1
1235 2762 1
1235 3753 1
1235 4469 1
1235 4997 1
1236 444 1
1236 988 1
1236 5027 1
1236 5266 1
1237 1053 1
1237 1873 1
1237 3909 1
1237 5525 1
1237 5609 1
1238 482 1
1238 3001 1
1238 3799 1
1238 4139 1
1238 6020 1
1239 1435 1
1239 4724 1
1239 5028 1
1240 588 1
1240 3430 1
1240 4087 1
1240 5609 1
1241 412 1
1241 2243 1
1241 3553 1
1242 1269 1
1242 1288 1
1242 5475 1
1243 2014 1
1243 3156 1
1243 4813 1
1244 5108 1
1244 5609 1
1245 1431 1
1246 3630 1
1246 6043 1
1247 346 1
1247 623 1
1247 3401 1
1248 340 1
1248 611 1
1248 1431 1
1248 5609 1
1249 732 1
1249 1525 1
1249 4997 1
1250 2407 1
1251 178 1
1252 732 1
1253 1022 1
1254 705 1
1254 1383 1
1254 5439 1
1255 177 1
1256 714 1
1256 1333 1
1256 1435 1
1256 3813 1
1257 1266 1
1257 2121 1
1257 5866 1
1258 5545 1
1258 5864 1
1259 538 1
1259 2507 1
1259 3666 1
1259 4469 1
1259 4997 1
1260 1154 1
1260 3001 1
1260 5602 1
1260 5609 1
1261 1407 1
1261 3356 1
1261 3462 1
1261 5849 1
1262 1435 1
1262 2792 1
1262 3672 1
1262 4257 1
1263 146 1
1264 988 1
1265 160 1
1265 2370 1
1266 2434 1
1266 6048 1
1267 587 1
1267 4120 1
1268 1459 1
1268 2202 1
1268 2430 1
1268 5112 1
1269 332 1
1269 2555 1
1270 2027 1
1270 3810 1
1270 3856 1
1271 1080 1
1271 1269 1
1271 4869 1
1272 1869 1
1272 2520 1
1272 5672 1
1273 1407 1
1273 2310 1
1273 2630 1
1273 3776 1
1274 26 1
1274 988 1
1274 1535 1
1274 2224 1
1275 1431 1
1276 2333 1
1276 5218 1
1276 5371 1
1277 3376 1
1277 3711 1
1278 3434 1
1278 3435 1
1278 3553 1
1278 3631 1
1279 343 1
1279 1435 1
1279 3538 1
1279 3631 1
1279 5475 1
1280 988 1
1280 2430 1
1281 957 1
1281 5609 1
1281 5839 1
1282 310 1
1282 3910 1
1283 5101 1
1284 213 1
1284 729 1
1284 5912 1
1285 3365 1
1285 5598 1
1286 554 1
1286 562 1
1286 3097 1
1286 5840 1
1287 625 1
1287 2194 1
1287 3322 1
1287 4341 1
1287 5598 1
1288 1431 1
1288 2580 1
1289 3141 1
1289 3504 1
1290 3433 1
1291 652 1
1291 3283 1
1292 3480 1
1292 4323 1
1292 4543 1
1293 857 1
1293 3910 1
1293 3983 1
1293 5218 1
1294 372 1
1294 1519 1
1294 5094 1
1295 2430 1
1295 5897 1
1296 1435 1
1296 2430 1
1296 2790 1
1297 3122 1
1298 4021 1
1299 239 1
1299 3602 1
1299 4627 1
1300 1435 1
1300 2067 1
1301 3824 1
1301 4288 1
1302 13 1
1302 1431 1
1302 3985 1
1303 559 1
1303 1407 1
1303 5849 1
1304 652 1
1304 1648 1
1304 2430 1
1304 5547 1
1305 3090 1
1306 3499 1
1306 4586 1
1306 5159 1
1306 5494 1
1307 594 1
1307 2661 1
1307 4906 1
1308 213 1
1308 2761 1
1309 485 1
1309 5948 1
1309 6000 1
1310 988 1
1310 2292 1
1310 4470 1
1311 3870 1
1311 5146 1
1311 5581 1
1311 5609 1
1312 5457 1
1313 732 1
1313 881 1
1313 2720 1
1313 4469 1
1314 1053 1
1314 2505 1
1314 5531 1
1314 5609 1
1315 2430 1
1315 2709 1
1316 3386 1
1317 3934 1
1318 4208 1
1318 4930 1
1319 1053 1
1319 1435 1
1319 1477 1
1320 2079 1
1320 3065 1
1320 3553 1
1320 3592 1
1321 988 1
1321 1431 1
1321 5609 1
1322 2160 1
1322 3735 1
1323 988 1
1323 1206 1
1323 4063 1
1323 4328 1
1323 5234 1
1324 1407 1
1324 4448 1
1324 5009 1
1324 5849 1
1325 1269 1
1325 5149 1
1326 1853 1
1326 4469 1
1326 4997 1
1327 3325 1
1327 3805 1
1327 5609 1
1328 3001 1
1328 5609 1
1329 335 1
1329 1053 1
1329 1435 1
1330 538 1
1330 2687 1
1330 4278 1
1330 4469 1
1330 4926 1
1331 1026 1
1331 2267 1
1331 5218 1
1332 1771 1
1332 4953 1
1333 1916 1
1333 4905 1
1333 4999 1
1333 6050 1
1333 6073 1
1334 1023 1
1334 2268 1
1334 5371 1
1334 5609 1
1335 5849 1
1336 732 1
1336 1522 1
1337 3506 1
1337 5315 1
1338 335 1
1338 3214 1
1339 1216 1
1339 2430 1
1339 3195 1
1339 4434 1
1339 4674 1
1340 2776 1
1341 172 1
1341 988 1
1341 5021 1
1342 372 1
1342 5254 1
1342 5849 1
1343 4990 1
